author;district;street;house_number;underground;floor;floors_count;rooms_count;total_meters;price_per_month;materials
Большой Дом;Фрунзенский;Бухарестская;118;Дунайская;5;17;2;78.0;48000;кирпичный
Анна Брун;Невский;Бадаева;6к1;Проспект Большевиков;11;18;2;70.0;55000;кирпичный
ЦАН - Центральное Агентство Недвижимости;Калининский;Кондратьевский проспект;70к1;Площадь Ленина;1;16;1;23.0;25000;кирпичный
BE HOME;Московский;Севастьянова;14;Парк Победы;7;8;3;85.0;100000;кирпичный
ID 14514719;Пушкинский;Леонтьевская;41;Купчино;2;5;1;38.0;35000;кирпичный
ПАН;Приморский;Земледельческая;5к2;Лесная;10;24;1;43.0;45000;кирпичный
Мир квартир элит Крестовский;Петроградский;Петровский проспект;9к2;Крестовский остров;8;9;2;45.0;130000;кирпичный
ID 14048334;Пушкинский;Изборская;3к1;Шушары;5;10;2;42.0;30000;кирпичный
Валерий Боровков;Московский;Заозерная;3;Фрунзенская;7;14;1;42.0;65000;кирпичный
Людмила Никитина;Выборгский;Выборгское шоссе;17к2;Проспект Просвещения;8;23;1;36.0;30000;кирпичный
ID 75549075;Невский;проспект Советский;34к3;Рыбацкое;20;25;1;28.0;24000;кирпичный
GRAF Agency;Московский;Варшавская;61к1;Московская;16;24;3;97.3;90000;кирпичный
Адвекс;Красногвардейский;Большеохтинский проспект;27;Новочеркасская;4;7;1;36.0;35000;кирпичный
Максим Кайдаш;Калининский;Гражданский проспект;31К1;Академическая;4;9;1;34.7;31000;кирпичный
Артем Науменко;Калининский;Комсомола;14к2;Площадь Ленина;4;8;4;130.0;200000;кирпичный
ID 82078226;Невский;Октябрьская набережная;124к7;Ломоносовская;3;17;1;30.4;27000;кирпичный
Будь первым;Выборгский;Валерия Гаврилина;13к1;Парнас;13;28;1;34.5;28000;кирпичный
Ксения Кичкова;Калининский;Кондратьевский проспект;64К2;Лесная;7;16;2;70.0;50000;кирпичный
ID 80671170;Колпинский;Южная;19;Рыбацкое;2;5;2;44.0;21000;кирпичный
Ирина Кольцова;Адмиралтейский;7-я Красноармейская;22-24;Технологический институт;3;6;2;47.4;65000;кирпичный
Будь первым;Фрунзенский;Белградская;26к8;Международная;12;17;1;45.0;38000;кирпичный
MegapoliSpb;Центральный;набережная Воскресенская;28;Чернышевская;2;4;2;65.0;85000;кирпичный
ID 69821632;Выборгский;Федора Абрамова;18к1;Парнас;7;22;1;38.0;27000;кирпичный
Наталья Шапошникова;Невский;проспект Большевиков;2;Проспект Большевиков;11;12;2;55.0;45000;кирпичный
Soft House Estate;Петроградский;Рентгена;15/31;Петроградская;3;5;2;50.0;90000;кирпичный
ЭВО;Выборгский;Федора Абрамова;8;Парнас;20;26;1;40.0;35000;кирпичный
Анастасия Курикова;Невский;проспект Советский;34к3;Рыбацкое;9;26;1;35.0;27000;кирпичный
ID 78489288;Выборгский;проезд Толубеевский;14к1;Парнас;19;25;1;38.0;35000;кирпичный
Максим Аксенов;Приморский;Савушкина;128к1;Беговая;12;15;2;72.0;60000;кирпичный
ID 116815112;Колпинский;дорога Балканская;14к2;Рыбацкое;1;12;1;34.0;22000;кирпичный
Гатчинское Городское Агентство Недвижимости;Адмиралтейский;Дерптский переулок;13;Балтийская;6;6;1;45.0;75000;кирпичный
ID 11161807;Пушкинский;Саперная;51;Купчино;2;3;1;32.0;30000;кирпичный
Ольга Тарковская;Курортный;Токарева;8;Беговая;9;9;2;50.0;45000;кирпичный
Ольга Красненко;Центральный;Невский проспект;102М;Маяковская;3;5;4;124.0;100000;кирпичный
ЮВИКОЛ;Пушкинский;Ростовская;5к1;Шушары;5;5;2;52.7;25000;кирпичный
ЭВО;Выборгский;Шишкина;303к1;Парнас;13;26;3;50.7;58000;кирпичный
Павел Климов;Невский;Народная;81;Ломоносовская;3;8;2;56.8;38000;кирпичный
Эльвира Донченко;Кировский;проспект Ветеранов;114К1;Проспект Ветеранов;8;15;2;52.0;32000;кирпичный
Инь-Ян;Выборгский;Заречная;45к2;Парнас;26;27;3;78.0;55000;кирпичный
МАКРОМИР НЕДВИЖИМОСТЬ;Невский;Ивановская;6;Ломоносовская;7;7;3;91.0;80000;кирпичный
АДРЕС ПЛЮС;Красносельский;проспект Маршала Жукова;41;Ленинский проспект;14;25;1;45.8;40000;кирпичный
Елена Батурина;Кронштадтский;Тулонская аллея;8;;1;5;1;25.0;45000;кирпичный
Стелла Тяпичева;Приморский;Ланское шоссе;13;Черная речка;5;5;3;60.0;55000;кирпичный
НЕВАДА-ЦЕНТР;Фрунзенский;Малая Бухарестская;12;Дунайская;11;14;1;34.0;42000;кирпичный
Ольга Гордиенко;Выборгский;Федора Абрамова;20К1;;2;23;1;38.0;30000;кирпичный
HOME INVEST;Приморский;проспект Королева;65;Комендантский проспект;13;25;1;42.0;38000;кирпичный
